Plasmid	Evidence	Property	Source	Genome Name	PATRIC ID	Source ID	Source Organism	Gene	Product	Function	Classification	PubMed	Subject Coverage	Query Coverage	Identity	E-value
pVA569-6	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA569-6	fig|573.39896.peg.6			CTX-M family	"Class A beta-lactamase (EC 3.5.2.6) => CTX-M family, extended-spectrum"	"Class A beta-lactamase (EC 3.5.2.6) => CTX-M family, extended-spectrum"	antibiotic inactivation enzyme	17289764				
pVA569-6	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA569-6	fig|573.39896.peg.5			QacE	"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"	"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"	efflux pump conferring antibiotic resistance					
pVA569-7	BLAT	Transporter	TCDB	Klebsiella pneumoniae pVA569-7	fig|573.39895.peg.8	P02984	Escherichia coli		colicin immunity protein	the colicin immunity protein (colip) family.	8.B.24.4.1		100	100	81	4e-38
pVA569-7	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-7	fig|573.39895.peg.3	YP_009062819.1	Enterobacter cloacae	AAC(6')-Ib8	hypothetical protein		"aminoglycoside resistance gene,antibiotic inactivation enzyme"		15	80	88	1e-10
pVA569-35	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.43	YP_001715321.1	Acinetobacter baumannii AYE	aadA	Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)		"aminoglycoside resistance gene,antibiotic inactivation enzyme"		100	96	99	1e-147
pVA569-35	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.45	AEJ33969.1	Vibrio fluvialis	sul1	Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein		"antibiotic target replacement protein,sulfonamide resistance gene"		40	100	100	1e-59
pVA569-35	BLAT	Transporter	TCDB	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.41	P32482	Pseudomonas aeruginosa		"Chloramphenicol resistance, MFS efflux pump => CmlA family"	the major facilitator superfamily (mfs).	2.A.1.2.3	1648560;1658833	100	100	99	1e-239
pVA569-35	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.42			OXA-10 family	Class D beta-lactamase (EC 3.5.2.6) => OXA-10 family	Class D beta-lactamase (EC 3.5.2.6) => OXA-10 family	antibiotic inactivation enzyme					
pVA569-35	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.42	AAG45720.1	Escherichia coli	OXA-10	Class D beta-lactamase (EC 3.5.2.6) => OXA-10 family		"antibiotic inactivation enzyme,beta-lactam resistance gene"		100	100	99	1e-150
pVA569-35	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.44			QacE	"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"	"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"	efflux pump conferring antibiotic resistance					
pVA569-35	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.42	WP_000846390.1	Proteobacteria		Class D beta-lactamase (EC 3.5.2.6) => OXA-10 family	MULTISPECIES: oxacillin-hydrolyzing class D beta-lactamase OXA-10			100	100	99	1e-150
pVA569-35	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.40	AAC64366.1	Pseudomonas aeruginosa	arr-2	rifampin ADP-ribosyl transferase		"antibiotic inactivation enzyme,rifampin resistance gene"		100	100	100	3e-86
pVA569-35	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.41			CmlA family	"Chloramphenicol resistance, MFS efflux pump => CmlA family"	"Chloramphenicol resistance, MFS efflux pump => CmlA family"	efflux pump conferring antibiotic resistance	1648560;11959555 				
pVA569-35	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.45	WP_000259031.1	Bacteria		Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein	MULTISPECIES: sulfonamide-resistant dihydropteroate synthase Sul1			40	100	100	1e-59
pVA569-35	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.43	WP_001209508.1	Bacteria		Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)	MULTISPECIES: ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1			100	96	100	1e-148
pVA569-35	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.41	WP_012300772.1	Gammaproteobacteria		"Chloramphenicol resistance, MFS efflux pump => CmlA family"	MULTISPECIES: chloramphenicol efflux MFS transporter CmlA5			100	100	100	1e-241
pVA569-35	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.13	AMP35312.1	Enterobacter cloacae	vgaC	VapB protein (antitoxin to VapC)		efflux pump conferring antibiotic resistance		100	100	100	2e-37
pVA569-35	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.44	WP_000679427.1	Bacteria		"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds"	MULTISPECIES: quaternary ammonium compound efflux SMR transporter QacE delta 1			100	100	100	6e-60
pVA569-35	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.45	P0C002	Escherichia coli	sulI	Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein	Sulfacetamide	Drug target		40	100	100	1e-59
pVA569-35	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.42	P14489	Pseudomonas aeruginosa	bla	Class D beta-lactamase (EC 3.5.2.6) => OXA-10 family	Meropenem;4-iodo-acetamido phenylboronic acid;Lysine Nz-Carboxylic Acid;7-((Carboxy(4-Hydroxyphenyl)Acetyl)Amino)-7-Methoxy-(3-((1-Methyl-1h-Tetrazol-5-Yl)Thio)Methyl)-8-Oxo-5-Oxa-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid	"Drug enzyme,Drug target"		100	100	99	1e-150
pVA569-35	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-35	fig|573.39898.peg.40	WP_000237816.1	Gammaproteobacteria		rifampin ADP-ribosyl transferase	MULTISPECIES: NAD(+)--rifampin ADP-ribosyltransferase Arr-2			100	100	100	3e-86
pVA569-78	BLAT	Virulence Factor	Victors	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.52	256367770	Escherichia coli strain A	tir	microcin M activity protein McmM			17474908	100	100	100	1e-121
pVA569-78	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.23	WP_000219391.1	Gammaproteobacteria		Macrolide 2'-phosphotransferase => Mph(A) family	MULTISPECIES: Mph(A) family macrolide 2'-phosphotransferase			100	100	100	1e-172
pVA569-78	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.47	CAD09800.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	TEM-1	Class A beta-lactamase (EC 3.5.2.6) => TEM family		"antibiotic inactivation enzyme,beta-lactam resistance gene"		100	100	100	1e-163
pVA569-78	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.34	WP_000503573.1	Gammaproteobacteria		Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)	MULTISPECIES: ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5			100	100	100	1e-149
pVA569-78	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.24	AAS13767.1	Aeromonas hydrophila	Mrx	hypothetical protein		"antibiotic inactivation enzyme,macrolide resistance gene"		100	100	100	1e-228
pVA569-78	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.47			TEM family	Class A beta-lactamase (EC 3.5.2.6) => TEM family	Class A beta-lactamase (EC 3.5.2.6) => TEM family	antibiotic inactivation enzyme	11585791				
pVA569-78	BLAT	Transporter	TCDB	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.75	P13970	Escherichia coli (strain K12)		Hok/Gef-like protein	the toxic hok/gef protein (hok/gef) family.	1.E.53.1.11		72	100	100	3e-20
pVA569-78	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.32	AEJ33969.1	Vibrio fluvialis	sul1	Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein		"antibiotic target replacement protein,sulfonamide resistance gene"		100	96	100	1e-156
pVA569-78	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.23			Mph(A) family	Macrolide 2'-phosphotransferase => Mph(A) family	Macrolide 2'-phosphotransferase => Mph(A) family	antibiotic inactivation enzyme	10960087				
pVA569-78	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.47	WP_000027057.1	Bacteria		Class A beta-lactamase (EC 3.5.2.6) => TEM family	MULTISPECIES: class A broad-spectrum beta-lactamase TEM-1			100	100	100	1e-163
pVA569-78	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.44			"AAC(3)-II,III,IV,VI,VIII,IX,X"	"Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.81) => AAC(3)-II,III,IV,VI,VIII,IX,X"	"Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.81) => AAC(3)-II,III,IV,VI,VIII,IX,X"	antibiotic inactivation enzyme	1960117;1354954;18467306;1649572;20387903;6318050;19709289;2060791;8257126;19949054;2060791;10639379				
pVA569-78	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.34	AAF17880.1	Escherichia coli	aadA5	Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)		"aminoglycoside resistance gene,antibiotic inactivation enzyme"		100	100	100	1e-149
pVA569-78	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.23	CAG27791.1	uncultured bacterium	mphA	Macrolide 2'-phosphotransferase => Mph(A) family		"antibiotic inactivation enzyme,macrolide resistance gene"		100	100	100	1e-172
pVA569-78	BLAT	Virulence Factor	Victors	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.104	228931267	Salmonella enterica subsp. enterica serovar Typhimurium	sopA	Chromosome (plasmid) partitioning protein ParA			12065528	100	100	100	1e-230
pVA569-78	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.47	P62593	Escherichia coli	bla	Class A beta-lactamase (EC 3.5.2.6) => TEM family	"Benzylpenicillin;1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid;[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate;[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid;Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate;N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine;3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile;1(R)-1-ACETAMIDO-2-(3-CARBOXY-2-HYDROXYPHENYL)ETHYL BORONIC ACID;(1R)-2-PHENYLACETAMIDO-2-(3-CARBOXYPHENYL)ETHYL BORONIC ACID;[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID;(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID;Avibactam"	Drug target		100	100	100	1e-163
pVA569-78	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.44	WP_000557454.1	Gammaproteobacteria		"Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.81) => AAC(3)-II,III,IV,VI,VIII,IX,X"	MULTISPECIES: aminoglycoside N-acetyltransferase AAC(3)-IId			100	100	100	1e-167
pVA569-78	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.112	AMP35312.1	Enterobacter cloacae	vgaC	VapB protein (antitoxin to VapC)		efflux pump conferring antibiotic resistance		96	96	91	2e-32
pVA569-78	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.35	WP_001389366.1	Proteobacteria		Dihydrofolate reductase (EC 1.5.1.3)	MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrA17			99	85	100	2e-85
pVA569-78	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.35	ABG91835.1	Pseudomonas aeruginosa	dfrA17	Dihydrofolate reductase (EC 1.5.1.3)		"antibiotic target replacement protein,trimethoprim resistance gene"		99	85	100	2e-85
pVA569-78	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.35			"folA, Dfr"	Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase (EC 1.5.1.3)	antibiotic target in susceptible species	20169085;25288078				
pVA569-78	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.44	CAA31895.1	Plasmid pWP113a	AAC(3)-IIa	"Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.81) => AAC(3)-II,III,IV,VI,VIII,IX,X"		"aminoglycoside resistance gene,antibiotic inactivation enzyme"		100	100	96	1e-161
pVA569-78	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.32	P0C002	Escherichia coli	sulI	Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein	Sulfacetamide	Drug target		100	96	100	1e-156
pVA569-78	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae pVA569-78	fig|573.39897.peg.32	WP_000259031.1	Bacteria		Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein	MULTISPECIES: sulfonamide-resistant dihydropteroate synthase Sul1			100	96	100	1e-156
pVA591-160	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.70	WP_021440083.1	Klebsiella pneumoniae		Class A beta-lactamase (EC 3.5.2.6) => SHV family	class A beta-lactamase SHV-187			100	100	99	1e-160
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.116	P0AB93	Escherichia coli		Arsenite/antimonite:H+ antiporter ArsB	the arsenite-antimonite (arsab) efflux family.	3.A.4.1.1	1535622;15919996;16738553;1704144;3021763;7721697;8041620;9278503	100	100	93	1e-230
pVA591-160	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.77	WP_001039466.1	Gammaproteobacteria		"Tetracycline resistance, MFS efflux pump => Tet(D)"	MULTISPECIES: tetracycline efflux MFS transporter Tet(D)			100	100	100	1e-220
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.35	P15028	Escherichia coli		"Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)"	the atp-binding cassette (abc) superfamily.	3.A.1.14.1	15919996;16738553;2651410;7610040;9278503	100	100	95	1e-161
pVA591-160	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.117	P08692	Escherichia coli	arsC	"Arsenate reductase (EC 1.20.4.1) glutaredoxin-coupled, glutaredoxin-like family"	Thiarsahydroxy-Cysteine;Thiarsa Dihydroxy Cysteine;S-Arsonocysteine;Trihydroxyarsenite(Iii)	Drug target		100	100	95	6e-72
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.36	P13036	Escherichia coli (strain K12)		Iron(III) dicitrate transport protein FecA	the outer membrane receptor (omr) family.	1.B.14.1.20		100	100	98	0.0
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.34	P15030	Escherichia coli		Iron(III) dicitrate transport system permease protein FecC (TC 3.A.1.14.1)	the atp-binding cassette (abc) superfamily.	3.A.1.14.1	15919996;16738553;2651410;7610040;9278503	100	100	96	1e-183
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.140	Q9ZHC7	Salmonella typhimurium		"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)"	the p-type atpase (p-atpase) superfamily.	3.A.3.5.4	9930866	88	89	96	0.0
pVA591-160	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.36	P13036	Escherichia coli (strain K12)	fecA	Iron(III) dicitrate transport protein FecA	"Heptane-1,2,3-Triol;Lauryl Dimethylamine-N-Oxide"	Drug target		100	100	98	0.0
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.23	P02920	Escherichia coli		Lactose permease	the major facilitator superfamily (mfs).	2.A.1.5.1	10485888;12893935;15919996;1644770;16453726;16738553;1848449;2164211;2203471;6444453;7578103;9278503	100	100	99	1e-242
pVA591-160	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.24	P00722	Escherichia coli (strain K12)	lacZ	beta-galactosidase (EC 3.2.1.23)	"Isopropyl beta-D-thiogalactopyranoside;D-Galctopyranosyl-1-On;1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose;2-deoxy-2-fluoro- _-D-galactose;(5r,6s,7s,8s)-5-Hydroxymethyl-6,7,8-Trihydroxy-Tetrazolo[1,5-a]Piperidine;4-nitrophenyl-beta-D-galactoside;Allolactose;2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose;2-Deoxy-Beta-D-Galactose;Lactose;S,S-(2-Hydroxyethyl)Thiocysteine"	Drug target		100	100	96	0.0
pVA591-160	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.23	P02920	Escherichia coli (strain K12)	lacY	Lactose permease	Thiodigalactoside	Drug target		100	100	99	1e-242
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.135	Q47453	Escherichia coli		Copper resistance protein B	the copper resistance putative porin (copb) family.	1.B.76.1.5		100	100	100	1e-174
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.32	P15031	Escherichia coli (strain K12)		Iron(III) dicitrate transport ATP-binding protein FecE (TC 3.A.1.14.1)	the atp-binding cassette (abc) superfamily.	3.A.1.14.1	15919996;16738553;2651410;7610040;9278503	98	98	80	1e-113
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.145	Q9ZHD2	Salmonella typhimurium		"Copper/silver efflux RND transporter, outer membrane protein CusC"	the outer membrane factor (omf) family.	1.B.17.3.4	9930866	100	89	99	1e-259
pVA591-160	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.77			Tet(D)	"Tetracycline resistance, MFS efflux pump => Tet(D)"	"Tetracycline resistance, MFS efflux pump => Tet(D)"	efflux pump conferring antibiotic resistance					
pVA591-160	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.25	P03023	Escherichia coli (strain K12)	lacI	Transcriptional repressor of the lac operon	Isopropyl beta-D-thiogalactopyranoside;ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE	Drug target		99	93	96	1e-192
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.138	B7L5V2	Escherichia coli (strain 55989 / EAEC)		"Cell wall endopeptidase, family M23/M37"	the bacillus gap junction-like channel-forming complex (gj-cc) family.	1.A.34.1.3		100	100	99	1e-137
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.142	Q9ZHC9	Salmonella typhimurium		"Copper/silver efflux RND transporter, transmembrane protein CusA"	the resistance-nodulation-cell division (rnd) superfamily.	2.A.6.1.3	9930866	100	100	98	0.0
pVA591-160	BLAT	Drug Target	DrugBank	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.70	P0AD63	Escherichia coli	bla	Class A beta-lactamase (EC 3.5.2.6) => SHV family	"Tazobactam;Acrylic Acid;Malonaldehyde;Tazobactam Trans-Enamine Intermediate;Cyclohexyl-Hexyl-Beta-D-Maltoside;Tazobactam Intermediate;(6,7-Dihydro-5h-Cyclopenta[D]Imidazo[2,1-B]Thiazol-2-Yl]-4,7-Dihydro[1,4]Thiazepine-3,6-Dicarboxylic Acid;Avibactam"	Drug target		100	99	100	1e-160
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.33	P15029	Escherichia coli		Iron(III) dicitrate transport system permease protein FecD (TC 3.A.1.14.1)	the atp-binding cassette (abc) superfamily.	3.A.1.14.1	15919996;16738553;2651410;7610040;9278503	100	100	91	1e-164
pVA591-160	BLAT	Transporter	TCDB	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.133	Q47455	Escherichia coli		Copper resistance protein CopD	the copper resistance (copd) family.	9.B.62.1.1	8594334	100	100	99	1e-171
pVA591-160	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.70			SHV family	Class A beta-lactamase (EC 3.5.2.6) => SHV family	Class A beta-lactamase (EC 3.5.2.6) => SHV family	antibiotic inactivation enzyme	11585791				
pVA591-160	BLAT	Virulence Factor	Victors	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.208	228931267	Salmonella enterica subsp. enterica serovar Typhimurium	sopA	Chromosome (plasmid) partitioning protein ParA			12065528	100	100	97	1e-225
pVA591-160	BLAT	Antibiotic Resistance	CARD	Klebsiella pneumoniae JAV4P1	fig|573.34555.peg.70	CEA29750.1	Klebsiella pneumoniae	SHV-187	Class A beta-lactamase (EC 3.5.2.6) => SHV family		"antibiotic inactivation enzyme,beta-lactam resistance gene"		100	100	99	1e-160
pVA591-46	K-mer Search	Antibiotic Resistance	PATRIC	Klebsiella pneumoniae JAV4P2	fig|573.34554.peg.28			NDM family	Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family	Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family	antibiotic inactivation enzyme	22078325				
pVA591-46	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae JAV4P2	fig|573.34554.peg.28	WP_032495622.1	Enterobacteriaceae		Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family	MULTISPECIES: subclass B1 metallo-beta-lactamase NDM-7			97	100	100	1e-152
pVA591-46	BLAT	Antibiotic Resistance	NDARO	Klebsiella pneumoniae JAV4P2	fig|573.34554.peg.27	WP_004201167.1	Bacteria		bleomycin resistance protein	MULTISPECIES: bleomycin binding protein Ble-MBL			100	100	100	1e-67
