Plasmid	Genome ID	Accession	PATRIC ID	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	AA Length	Product	GO
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.226	PATRIC.573.34551.573.34551.con.0001.CDS.163998.165509.rev	PATRIC	CDS	163998	165509	1512	-	PLF_570_00000007	PGF_04664292	503	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	GO:0003964|RNA-directed DNA polymerase activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.227	PATRIC.573.34551.573.34551.con.0001.CDS.165911.166336.fwd	PATRIC	CDS	165911	166336	426	+	PLF_570_00116554	PGF_07518314	141	Error-prone repair protein UmuD	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.228	PATRIC.573.34551.573.34551.con.0001.CDS.166336.167385.fwd	PATRIC	CDS	166336	167385	1050	+	PLF_570_00004417	PGF_00424726	349	"Error-prone, lesion bypass DNA polymerase V (UmuC)"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.229	PATRIC.573.34551.573.34551.con.0001.CDS.167375.167608.fwd	PATRIC	CDS	167375	167608	234	+		PGF_00424726	77	"Error-prone, lesion bypass DNA polymerase V (UmuC)"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.230	PATRIC.573.34551.573.34551.con.0001.CDS.167687.167938.fwd	PATRIC	CDS	167687	167938	252	+	PLF_570_00004829	PGF_00047447	83	RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.231	PATRIC.573.34551.573.34551.con.0001.CDS.167991.168131.fwd	PATRIC	CDS	167991	168131	141	+			46	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.232	PATRIC.573.34551.573.34551.con.0001.CDS.168183.170135.rev	PATRIC	CDS	168183	170135	1953	-	PLF_570_00030589	PGF_08225224	650	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.28	PATRIC.573.34551.573.34551.con.0001.CDS.16868.17416.rev	PATRIC	CDS	16868	17416	549	-	PLF_570_00080552	PGF_03988003	182	Silver-binding protein silE precursor	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.233	PATRIC.573.34551.573.34551.con.0001.CDS.170132.171412.rev	PATRIC	CDS	170132	171412	1281	-	PLF_570_00007343	PGF_00405137	426	protein of unknown function DUF262	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.234	PATRIC.573.34551.573.34551.con.0001.CDS.171922.172338.rev	PATRIC	CDS	171922	172338	417	-	PLF_570_00046020	PGF_08225224	138	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.235	PATRIC.573.34551.573.34551.con.0001.CDS.172351.172563.fwd	PATRIC	CDS	172351	172563	213	+	PLF_570_00007355	PGF_08225224	70	Mobile element protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.236	PATRIC.573.34551.573.34551.con.0001.CDS.172574.172801.fwd	PATRIC	CDS	172574	172801	228	+	PLF_570_00000003	PGF_06495825	75	IS1 protein InsB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.237	PATRIC.573.34551.573.34551.con.0001.CDS.172809.173075.fwd	PATRIC	CDS	172809	173075	267	+	PLF_570_00000003	PGF_06495825	88	IS1 protein InsB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.4	PATRIC.573.34551.573.34551.con.0001.CDS.1729.2469.rev	PATRIC	CDS	1729	2469	741	-	PLF_570_00004587	PGF_00047661	246	Resolvase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.238	PATRIC.573.34551.573.34551.con.0001.CDS.173673.173804.rev	PATRIC	CDS	173673	173804	132	-			43	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.239	PATRIC.573.34551.573.34551.con.0001.CDS.174023.174679.rev	PATRIC	CDS	174023	174679	657	-	PLF_570_00006011	PGF_09978608	218	Transposase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.240	PATRIC.573.34551.573.34551.con.0001.CDS.174706.174969.rev	PATRIC	CDS	174706	174969	264	-	PLF_570_00010685	PGF_06319202	87	Insertion element IS407 (Burkholderia multivorans) transposase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.29	PATRIC.573.34551.573.34551.con.0001.CDS.17550.19025.rev	PATRIC	CDS	17550	19025	1476	-	PLF_570_00004721	PGF_00670061	491	Copper sensory histidine kinase CusS	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.241	PATRIC.573.34551.573.34551.con.0001.CDS.175797.176768.rev	PATRIC	CDS	175797	176768	972	-	PLF_570_00004676	PGF_00417920	323	Chromosome (plasmid) partitioning protein ParB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.242	PATRIC.573.34551.573.34551.con.0001.CDS.176768.177934.rev	PATRIC	CDS	176768	177934	1167	-	PLF_570_00004675	PGF_04370656	388	Chromosome (plasmid) partitioning protein ParA	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.243	PATRIC.573.34551.573.34551.con.0001.CDS.178268.178456.fwd	PATRIC	CDS	178268	178456	189	+	PLF_570_00043379	PGF_06200867	62	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.30	PATRIC.573.34551.573.34551.con.0001.CDS.19018.19698.rev	PATRIC	CDS	19018	19698	681	-	PLF_570_00004763	PGF_00853906	226	Copper-sensing two-component system response regulator CusR	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.31	PATRIC.573.34551.573.34551.con.0001.CDS.19732.21273.fwd	PATRIC	CDS	19732	21273	1542	+	PLF_570_00004710	PGF_00416745	513	"Copper/silver efflux RND transporter, outer membrane protein CusC"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.32	PATRIC.573.34551.573.34551.con.0001.CDS.21302.21655.fwd	PATRIC	CDS	21302	21655	354	+	PLF_570_00004757	PGF_00416746	117	"Copper/silver efflux RND transporter, periplasmic protein CusF"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.33	PATRIC.573.34551.573.34551.con.0001.CDS.21769.23061.fwd	PATRIC	CDS	21769	23061	1293	+	PLF_570_00004741	PGF_07032168	430	"Copper/silver efflux RND transporter, membrane fusion protein CusB"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.34	PATRIC.573.34551.573.34551.con.0001.CDS.23072.26218.fwd	PATRIC	CDS	23072	26218	3147	+	PLF_570_00049452	PGF_10279967	1048	"Copper/silver efflux RND transporter, transmembrane protein CusA"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.5	PATRIC.573.34551.573.34551.con.0001.CDS.2502.2669.fwd	PATRIC	CDS	2502	2669	168	+			55	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.35	PATRIC.573.34551.573.34551.con.0001.CDS.26305.26745.fwd	PATRIC	CDS	26305	26745	441	+	PLF_570_00004758	PGF_09969323	146	CopG protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.36	PATRIC.573.34551.573.34551.con.0001.CDS.26872.29319.fwd	PATRIC	CDS	26872	29319	2448	+	PLF_570_00004723	PGF_07109475	815	"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)"	GO:0008551|cadmium-exporting ATPase activity;GO:0016463|zinc-exporting ATPase activity;GO:0004008|copper-exporting ATPase activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.37	PATRIC.573.34551.573.34551.con.0001.CDS.29360.29557.fwd	PATRIC	CDS	29360	29557	198	+	PLF_570_00004761	PGF_08225224	65	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.38	PATRIC.573.34551.573.34551.con.0001.CDS.29591.30328.rev	PATRIC	CDS	29591	30328	738	-	PLF_570_00004748	PGF_00417229	245	"Cell wall endopeptidase, family M23/M37"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.6	PATRIC.573.34551.573.34551.con.0001.CDS.2999.3148.fwd	PATRIC	CDS	2999	3148	150	+	PLF_570_00008648	PGF_03985474	49	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.39	PATRIC.573.34551.573.34551.con.0001.CDS.30617.31066.rev	PATRIC	CDS	30617	31066	450	-	PLF_570_00004726	PGF_00419595	149	Copper-binding protein PcoE	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.40	PATRIC.573.34551.573.34551.con.0001.CDS.31300.33117.fwd	PATRIC	CDS	31300	33117	1818	+	PLF_570_00004707	PGF_02905791	605	Multicopper oxidase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.7	PATRIC.573.34551.573.34551.con.0001.CDS.3192.3308.rev	PATRIC	CDS	3192	3308	117	-			38	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.41	PATRIC.573.34551.573.34551.con.0001.CDS.33117.34013.fwd	PATRIC	CDS	33117	34013	897	+	PLF_570_00005831	PGF_00419540	298	Copper resistance protein B	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.8	PATRIC.573.34551.573.34551.con.0001.CDS.3381.3542.fwd	PATRIC	CDS	3381	3542	162	+			53	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.42	PATRIC.573.34551.573.34551.con.0001.CDS.34053.34433.fwd	PATRIC	CDS	34053	34433	381	+	PLF_570_00004729	PGF_00419551	126	Copper resistance protein CopC	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.43	PATRIC.573.34551.573.34551.con.0001.CDS.34438.35367.fwd	PATRIC	CDS	34438	35367	930	+	PLF_570_00004736	PGF_00419566	309	Copper resistance protein CopD	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.44	PATRIC.573.34551.573.34551.con.0001.CDS.35422.36102.fwd	PATRIC	CDS	35422	36102	681	+	PLF_570_00004727	PGF_00058642	226	Transcriptional regulator PcoR	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.9	PATRIC.573.34551.573.34551.con.0001.CDS.3604.4560.fwd	PATRIC	CDS	3604	4560	957	+	PLF_570_00005099	PGF_00006821	318	GGDEF domain protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.45	PATRIC.573.34551.573.34551.con.0001.CDS.36099.37499.fwd	PATRIC	CDS	36099	37499	1401	+	PLF_570_00004702	PGF_00051000	466	Sensory protein kinase PcoS (EC 2.7.13.3)	GO:0004673|protein histidine kinase activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.46	PATRIC.573.34551.573.34551.con.0001.CDS.37716.38150.fwd	PATRIC	CDS	37716	38150	435	+	PLF_570_00115896	PGF_00419595	144	Copper-binding protein PcoE	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.47	PATRIC.573.34551.573.34551.con.0001.CDS.38382.38561.rev	PATRIC	CDS	38382	38561	180	-			59	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.48	PATRIC.573.34551.573.34551.con.0001.CDS.38622.39416.rev	PATRIC	CDS	38622	39416	795	-	PLF_570_00005111	PGF_09978608	264	Transposase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.49	PATRIC.573.34551.573.34551.con.0001.CDS.39427.40242.rev	PATRIC	CDS	39427	40242	816	-	PLF_570_00006869	PGF_09978608	271	Transposase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.50	PATRIC.573.34551.573.34551.con.0001.CDS.40358.40813.fwd	PATRIC	CDS	40358	40813	456	+	PLF_570_00005104	PGF_01427545	151	Aquaporin Z	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.51	PATRIC.573.34551.573.34551.con.0001.CDS.40863.41360.rev	PATRIC	CDS	40863	41360	498	-	PLF_570_00005288	PGF_10519603	165	"Acetyltransferase, GNAT family"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.52	PATRIC.573.34551.573.34551.con.0001.CDS.41692.42018.fwd	PATRIC	CDS	41692	42018	327	+	PLF_570_00055790	PGF_00065208	108	Arsenical resistance operon repressor	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.53	PATRIC.573.34551.573.34551.con.0001.CDS.42015.42728.fwd	PATRIC	CDS	42015	42728	714	+	PLF_570_00004756	PGF_02300293	237	Arsenic resistance protein ArsH	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.54	PATRIC.573.34551.573.34551.con.0001.CDS.42737.43282.fwd	PATRIC	CDS	42737	43282	546	+	PLF_570_00005103	PGF_00896280	181	RNA polymerase ECF-type sigma factor	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.55	PATRIC.573.34551.573.34551.con.0001.CDS.43358.43720.fwd	PATRIC	CDS	43358	43720	363	+	PLF_570_00005042	PGF_06984722	120	"Asenic metallochaperone ArsD, transfers trivalent metalloids to ArsAB pump"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.56	PATRIC.573.34551.573.34551.con.0001.CDS.43739.45079.fwd	PATRIC	CDS	43739	45079	1341	+	PLF_570_00005059	PGF_08102229	446	Arsenite/antimonite pump-driving ATPase ArsA (EC 3.6.3.16)	GO:0015446|arsenite-transmembrane transporting ATPase activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.57	PATRIC.573.34551.573.34551.con.0001.CDS.45109.45495.fwd	PATRIC	CDS	45109	45495	387	+		PGF_08102229	128	Arsenite/antimonite pump-driving ATPase ArsA (EC 3.6.3.16)	GO:0015446|arsenite-transmembrane transporting ATPase activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.58	PATRIC.573.34551.573.34551.con.0001.CDS.45617.46153.fwd	PATRIC	CDS	45617	46153	537	+	PLF_570_00005012	PGF_00132635	178	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.10	PATRIC.573.34551.573.34551.con.0001.CDS.4587.4712.rev	PATRIC	CDS	4587	4712	126	-	PLF_570_00005147	PGF_04779978	41	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.59	PATRIC.573.34551.573.34551.con.0001.CDS.46186.46611.rev	PATRIC	CDS	46186	46611	426	-	PLF_570_00004415	PGF_08060212	141	"Arsenate reductase (EC 1.20.4.1) glutaredoxin-coupled, glutaredoxin-like family"	GO:0008794|arsenate reductase (glutaredoxin) activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.60	PATRIC.573.34551.573.34551.con.0001.CDS.46624.47913.rev	PATRIC	CDS	46624	47913	1290	-	PLF_570_00000021	PGF_10506796	429	Arsenite/antimonite:H+ antiporter ArsB	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.61	PATRIC.573.34551.573.34551.con.0001.CDS.47961.49712.rev	PATRIC	CDS	47961	49712	1752	-	PLF_570_00004767	PGF_08102229	583	Arsenite/antimonite pump-driving ATPase ArsA (EC 3.6.3.16)	GO:0015446|arsenite-transmembrane transporting ATPase activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.11	PATRIC.573.34551.573.34551.con.0001.CDS.4918.5886.fwd	PATRIC	CDS	4918	5886	969	+	PLF_570_00048118	PGF_01000105	322	Mobile element protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.62	PATRIC.573.34551.573.34551.con.0001.CDS.49730.50092.rev	PATRIC	CDS	49730	50092	363	-	PLF_570_00004819	PGF_02772315	120	"Asenic metallochaperone ArsD, transfers trivalent metalloids to ArsAB pump"	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.63	PATRIC.573.34551.573.34551.con.0001.CDS.50142.50492.rev	PATRIC	CDS	50142	50492	351	-	PLF_570_00000026	PGF_00065208	116	Arsenical resistance operon repressor	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.64	PATRIC.573.34551.573.34551.con.0001.CDS.50591.50761.rev	PATRIC	CDS	50591	50761	171	-			56	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.65	PATRIC.573.34551.573.34551.con.0001.CDS.50850.51098.fwd	PATRIC	CDS	50850	51098	249	+	PLF_570_00006444	PGF_10514590	82	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.66	PATRIC.573.34551.573.34551.con.0001.CDS.51098.51667.fwd	PATRIC	CDS	51098	51667	570	+	PLF_570_00004490	PGF_08225224	189	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.67	PATRIC.573.34551.573.34551.con.0001.CDS.51698.52192.fwd	PATRIC	CDS	51698	52192	495	+	PLF_570_00004478	PGF_08225224	164	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.68	PATRIC.573.34551.573.34551.con.0001.CDS.52236.52604.fwd	PATRIC	CDS	52236	52604	369	+	PLF_570_00005256	PGF_00242559	122	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.69	PATRIC.573.34551.573.34551.con.0001.CDS.52638.52841.fwd	PATRIC	CDS	52638	52841	204	+	PLF_570_00004551	PGF_00010851	67	Haemolysin expression modulating protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.70	PATRIC.573.34551.573.34551.con.0001.CDS.52855.53085.fwd	PATRIC	CDS	52855	53085	231	+	PLF_570_00066922	PGF_12907412	76	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.71	PATRIC.573.34551.573.34551.con.0001.CDS.53129.53323.rev	PATRIC	CDS	53129	53323	195	-			64	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.72	PATRIC.573.34551.573.34551.con.0001.CDS.53757.54080.rev	PATRIC	CDS	53757	54080	324	-	PLF_570_00042021	PGF_01950323	107	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.73	PATRIC.573.34551.573.34551.con.0001.CDS.54153.55148.rev	PATRIC	CDS	54153	55148	996	-	PLF_570_00014284	PGF_08225224	331	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.74	PATRIC.573.34551.573.34551.con.0001.CDS.55215.55352.rev	PATRIC	CDS	55215	55352	138	-	PLF_570_00016229	PGF_10541713	45	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.75	PATRIC.573.34551.573.34551.con.0001.CDS.55445.56095.rev	PATRIC	CDS	55445	56095	651	-	PLF_570_00000030	PGF_00039714	216	Putative SOS response-associated peptidase YedK	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.76	PATRIC.573.34551.573.34551.con.0001.CDS.56142.56537.rev	PATRIC	CDS	56142	56537	396	-	PLF_570_00024468	PGF_08225224	131	DNA invertase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.77	PATRIC.573.34551.573.34551.con.0001.CDS.56596.57300.fwd	PATRIC	CDS	56596	57300	705	+	PLF_570_00000004	PGF_01000105	234	Mobile element protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.78	PATRIC.573.34551.573.34551.con.0001.CDS.57306.57428.fwd	PATRIC	CDS	57306	57428	123	+		PGF_08225224	40	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.79	PATRIC.573.34551.573.34551.con.0001.CDS.57986.58138.rev	PATRIC	CDS	57986	58138	153	-			50	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.80	PATRIC.573.34551.573.34551.con.0001.CDS.58321.58656.rev	PATRIC	CDS	58321	58656	336	-		PGF_05911776	111	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.81	PATRIC.573.34551.573.34551.con.0001.CDS.58829.59110.fwd	PATRIC	CDS	58829	59110	282	+	PLF_570_00005627	PGF_00211646	93	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.82	PATRIC.573.34551.573.34551.con.0001.CDS.59164.59775.fwd	PATRIC	CDS	59164	59775	612	+	PLF_570_00005679	PGF_08225224	203	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.83	PATRIC.573.34551.573.34551.con.0001.CDS.59772.59933.rev	PATRIC	CDS	59772	59933	162	-	PLF_570_00005565	PGF_10469466	53	Transposase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.84	PATRIC.573.34551.573.34551.con.0001.CDS.59960.60952.rev	PATRIC	CDS	59960	60952	993	-	PLF_570_00005580	PGF_07498135	330	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.12	PATRIC.573.34551.573.34551.con.0001.CDS.6076.6207.fwd	PATRIC	CDS	6076	6207	132	+	PLF_570_00014139		43	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.85	PATRIC.573.34551.573.34551.con.0001.CDS.61001.61156.rev	PATRIC	CDS	61001	61156	156	-	PLF_570_00006300		51	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.86	PATRIC.573.34551.573.34551.con.0001.CDS.61297.62001.fwd	PATRIC	CDS	61297	62001	705	+	PLF_570_00000004	PGF_01000105	234	Mobile element protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.87	PATRIC.573.34551.573.34551.con.0001.CDS.62007.63521.fwd	PATRIC	CDS	62007	63521	1515	+	PLF_570_00004661	PGF_01000105	504	Mobile element protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.13	PATRIC.573.34551.573.34551.con.0001.CDS.6253.6411.rev	PATRIC	CDS	6253	6411	159	-			52	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.88	PATRIC.573.34551.573.34551.con.0001.CDS.63600.64604.fwd	PATRIC	CDS	63600	64604	1005	+	PLF_570_00000078	PGF_01000105	334	Mobile element protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.89	PATRIC.573.34551.573.34551.con.0001.CDS.64786.64962.rev	PATRIC	CDS	64786	64962	177	-	PLF_570_00036861	PGF_07214360	58	Integrase	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.90	PATRIC.573.34551.573.34551.con.0001.CDS.64961.65104.fwd	PATRIC	CDS	64961	65104	144	+	PLF_570_00009163	PGF_04450769	47	putative replication protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.91	PATRIC.573.34551.573.34551.con.0001.CDS.65167.65283.fwd	PATRIC	CDS	65167	65283	117	+			38	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.92	PATRIC.573.34551.573.34551.con.0001.CDS.65292.66107.fwd	PATRIC	CDS	65292	66107	816	+	PLF_570_00005519	PGF_00423408	271	Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein	GO:0004156|dihydropteroate synthase activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.14	PATRIC.573.34551.573.34551.con.0001.CDS.6559.6816.rev	PATRIC	CDS	6559	6816	258	-	PLF_570_00008644	PGF_00191145	85	hypothetical protein	
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.93	PATRIC.573.34551.573.34551.con.0001.CDS.66168.66971.fwd	PATRIC	CDS	66168	66971	804	+	PLF_570_00008165	PGF_06393555	267	Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I	GO:0050299|streptomycin 3''-kinase activity
pVA564-179	573.34551	573.34551.con.0001	fig|573.34551.peg.94	PATRIC.573.34551.573.34551.con.0001.CDS.66971.67807.fwd	PATRIC	CDS	66971	67807	837	+	PLF_570_00005502	PGF_01082199	278	Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id	GO:0050300|aminoglycoside 6-kinase activity
